orgId,classId,className,lessonPlanIds,classTypes,programIds,ageRangeIds,ageRangeNames,gradeIds,gradeNames,subjectIds,subjectNames,totalStudents,scheduledClasses,studentIds
20cb7b33-35c2-4074-95a3-c782dc4fc1fd,002546bc-cfb0-459b-af3e-f90c479c86f7,Class 2,null,null,null,null,null,null,null,null,null,0,0,null
a6174392-c544-48e1-9f9b-65b515bde8e2,00c7159a-2ec9-4f06-9bb0-6043d6ab916f,Class 1,61cc0ffcef9ea256adb0e194;61cc109a319b2c503d91309d;61cbfd44ef9ea256adb0d006;60ab46ea18ba2bdf972e00a1;61cbfc41319b2c503d911cd1,live;study,75004121-0c0d-486c-ba65-4c57deacb44b,7965d220-619d-400f-8cab-42bd98c7d23c;145edddc-2019-43d9-97e1-c5830e7ed689;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);6 - 7 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03,Kindergarten;PreK-2;PreK-1,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,10,0,1dfb6e96-33c1-42ab-9d6a-a9d7eb0e0b34;24e14ca0-cf69-4f39-872a-0f9bca4fcc21;54747ad3-bf21-4a69-8977-3617b2dc305f;6957587a-f4c2-4234-9c30-160c68309899;7197ba42-9173-4ec9-9421-43450ca02fb2;815cacae-ee01-4b8f-b957-91b8a05c5848;d7868501-0359-4706-81d3-d9cdad971b88;db93d980-7f56-4d90-b591-09738a379d4b;e0d7d127-6934-44dc-9de4-ba3e9cce2dd5;f10d26f0-d8a3-471c-b548-892028a565e4
94c33343-0736-4100-9c61-704f098b2453,011e6e9a-0912-489d-a82c-fcec876f4e65,classtest-2,61e93604728452cc7c9b236b,live,75004121-0c0d-486c-ba65-4c57deacb44b,7965d220-619d-400f-8cab-42bd98c7d23c;145edddc-2019-43d9-97e1-c5830e7ed689;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;bb7982cd-020f-4e1a-93fc-4a6874917f07,3 - 4 year(s);6 - 7 year(s);5 - 6 year(s);4 - 5 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3,Kindergarten;PreK-1;PreK-2,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,1,0,8ae33d3e-4817-4841-8dd6-a6375096248a
d51bba25-5d5e-4dab-ad47-1192eb8fc0c0,014f1602-137e-47d1-a2f2-c012094b11a7,EDT-HTT-HMB-21-A1-Ca3,6141e4ba878ff3576cc1cce9;613efbad878ff3576cbffc39;613f33ff878ff3576cc023a1,live,75004121-0c0d-486c-ba65-4c57deacb44b,bb7982cd-020f-4e1a-93fc-4a6874917f07;7965d220-619d-400f-8cab-42bd98c7d23c;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;145edddc-2019-43d9-97e1-c5830e7ed689,4 - 5 year(s);3 - 4 year(s);5 - 6 year(s);6 - 7 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03,Kindergarten;PreK-2;PreK-1,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,9,0,0b9eaa2a-4629-443a-807f-2c14a737799a;0fb2ca8c-d5ab-45ca-9635-37c1c74a3bbf;24e1ba24-0268-45b7-8750-d203dbaec394;25c992e9-9217-4a8e-8738-7ec49973287f;5f895ebe-ceb3-4ff1-a82b-855d4c1c6fb9;6077571e-6955-4132-acaf-1976f67467d4;9f0a8654-6f1a-430e-9683-9beee28e00dc;c8ba670b-e2ba-4b55-a63f-60f270a3e742;e3388816-b681-495a-baf7-ab78155c9d64
b4e517f0-e128-4c57-9cfa-265401fe3959,02b529c5-6ccf-43ca-8973-0069d840a383,ABCD test,;5fb32c6a55572f4ca74601ec;5fb32c6a55572f4ca74601c1;619da9f049acfbda38d6fcfa;61bafdec49acfbda38e4cdae;61c03123d35c211996a88268,task;live;class;homework,;b39edb9a-ab91-4245-94a4-eb2b5007c033;75004121-0c0d-486c-ba65-4c57deacb44b;9582a48c-c979-4caa-88a2-275d25a436b0;14d350f1-a7ba-4f46-bef9-dc847f0cbac5,bb7982cd-020f-4e1a-93fc-4a6874917f07;7965d220-619d-400f-8cab-42bd98c7d23c;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;145edddc-2019-43d9-97e1-c5830e7ed689;21f1da64-b6c8-4e74-9fef-09d08cfd8e6c;2ae78432-2c16-4f37-9903-0eb59d9bf762,4 - 5 year(s);3 - 4 year(s);5 - 6 year(s);6 - 7 year(s);7 - 8 year(s);9-8,66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;781e8a08-29e8-4171-8392-7e8ac9f183a0;3ee3fd4c-6208-494f-9551-d48fabc4f42a;1261bdd9-95da-4233-bd13-aeaf1cc33fff;abc900b9-5b8c-4e54-a4a8-54f102b2c1c6;89d71050-186e-4fb2-8cbd-9598ca312be9;b20eaf10-3e40-4ef7-9d74-93a13782d38f,PreK-2;Kindergarten;PreK-1;PreK-7;PreK-6;vtest Grade111;PreK-5;PreK-4;PreK-3,66a453b0-d38f-472e-b055-7a94a94d66c4;20d6ca2f-13df-4a7a-8dcb-955908db7baa;ab8086e0-80df-4d9f-a101-e0df04b89729;7cf8d3a3-5493-46c9-93eb-12f220d101d0,Language/Literacy;Language/Literacy;Sub_TestShareCustomProgram;Math,7,3,4aea776a-d650-4cd9-98f4-e88bf05f3716;6fb6323b-0bfc-4d05-801c-00e006de9f68;e902e6e4-d093-4c1a-bffd-cc856446057d;1f9a6610-90e5-425a-8063-9ca351189912;5516f2f3-7cdd-4ab4-af42-aef22482caf7;bcef0348-ccd8-43c6-b0e7-abcad7a461b3;7fb40c20-6aa7-402b-aa28-723339d77be6
94c33343-0736-4100-9c61-704f098b2453,032626bc-90f2-40ff-8c98-2a1f2edc662a,classtest-26,61e93604728452cc7c9b236b,live,75004121-0c0d-486c-ba65-4c57deacb44b,145edddc-2019-43d9-97e1-c5830e7ed689;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;7965d220-619d-400f-8cab-42bd98c7d23c,6 - 7 year(s);4 - 5 year(s);5 - 6 year(s);3 - 4 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03,Kindergarten;PreK-2;PreK-1,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,1,0,995a16a0-634d-49aa-80dd-9a699b9ed294
a5a05853-e025-4267-91e5-87f01c08a911,03c64b2c-0bf9-4cf4-9acd-75e8bea3b967,Class 1,5fb32c6a55572f4ca74601c1,live,b39edb9a-ab91-4245-94a4-eb2b5007c033,fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;bb7982cd-020f-4e1a-93fc-4a6874917f07;7965d220-619d-400f-8cab-42bd98c7d23c,5 - 6 year(s);4 - 5 year(s);3 - 4 year(s),null,null,66a453b0-d38f-472e-b055-7a94a94d66c4,Language/Literacy,11,0,16c6ab10-4617-4af9-ab9e-4db0752448f5;463b1bd2-b611-4394-b4c8-1c52aea3cbc7;4b3013b2-3996-4787-b91a-2d9df0e92f76;4d66a39f-baab-4614-b988-7b7bdbaaca47;69f8a4ae-2f09-4cf8-872d-51d7321bae7f;caecdadb-a386-4fac-a961-572dc3f023fc;0e16baef-d678-4405-8c2d-94ee101b1e59;6028f1a2-4bc6-48ac-bb3f-793c5d5ceebc;bdc3e6fc-2fc3-404c-af4d-e6406788ee56;c247136f-906a-45f6-b76d-025e2ea50d26;c6202a74-4754-4c8a-85a6-41883c99a4e4
53ddf7ac-e87f-4048-a641-6b1e1dc7b484,03e6c579-11e6-4760-8d81-6926ea0b6e84,HMB Teaching Practice 3.3,6129aa18878ff3576cb5c0ae,live,75004121-0c0d-486c-ba65-4c57deacb44b,145edddc-2019-43d9-97e1-c5830e7ed689;bb7982cd-020f-4e1a-93fc-4a6874917f07;7965d220-619d-400f-8cab-42bd98c7d23c;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);4 - 5 year(s);3 - 4 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03,Kindergarten;PreK-2;PreK-1,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,2,0,32017137-083f-4d35-9eed-7ca8a34ed30b;3bdd414b-5ddb-4783-8481-b7b259f63e7a
b4e517f0-e128-4c57-9cfa-265401fe3959,040f79a9-c1ca-4f1f-bcf8-ace7b4f1b554,yogurt 11,60e2bdf447432f6c49f4cb48;6184d93ef8743bbce5a1ed40,live,7565ae11-8130-4b7d-ac24-1d9dd6f792f2;75004121-0c0d-486c-ba65-4c57deacb44b,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;145edddc-2019-43d9-97e1-c5830e7ed689;023eeeb1-5f72-4fa3-a2a7-63603607ac2b,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s);6 - 7 year(s);None Specified,0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3,PreK-1;Kindergarten;PreK-2,20d6ca2f-13df-4a7a-8dcb-955908db7baa;5e9a201e-9c2f-4a92-bb6f-1ccf8177bb71,Language/Literacy;None Specified,1,0,c109383d-6ff3-4761-8ddc-019a8b2c9068
ab54b78e-7f6f-4464-8022-27413d1af20f,044a76b3-1f8a-411f-8675-19244f63b9f9,TQT-2021-5-bk,613efa38369c5d10857a23d2;6141e10e0e0c72fe0bd08eb2;6136c0a30e0c72fe0bcace0a;6136c2f0369c5d1085762181;613efaf01b6e985e7d71946e;6136c90f1b6e985e7d6d875d;6136c386878ff3576cbbeeab;6136ca980e0c72fe0bcad5cf;6136c79c878ff3576cbbf240;613db7dd1b6e985e7d70f4c6;6141e0bf1b6e985e7d7377f8;6141e155878ff3576cc1c7e5,live;study,75004121-0c0d-486c-ba65-4c57deacb44b,145edddc-2019-43d9-97e1-c5830e7ed689;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;7965d220-619d-400f-8cab-42bd98c7d23c,6 - 7 year(s);4 - 5 year(s);5 - 6 year(s);3 - 4 year(s),66fcda51-33c8-4162-a8d1-0337e1d6ade3;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-2;PreK-1;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,0,0,null
b4e517f0-e128-4c57-9cfa-265401fe3959,048d3c49-261c-45b5-a215-e42d28e56d6e,NCE 01,619dad12635376836c015805;60ee96737e01f8cc253b609b;5fb32c6a55572f4ca74601c3;60eead167e01f8cc253b65a4;;60e6b7cc46a0f3644ee636c9;5fb32c6a55572f4ca74601c1,class;study;live;task,7565ae11-8130-4b7d-ac24-1d9dd6f792f2;b39edb9a-ab91-4245-94a4-eb2b5007c033;;75004121-0c0d-486c-ba65-4c57deacb44b,7965d220-619d-400f-8cab-42bd98c7d23c;023eeeb1-5f72-4fa3-a2a7-63603607ac2b;145edddc-2019-43d9-97e1-c5830e7ed689;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;bb7982cd-020f-4e1a-93fc-4a6874917f07,3 - 4 year(s);None Specified;6 - 7 year(s);5 - 6 year(s);4 - 5 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,5e9a201e-9c2f-4a92-bb6f-1ccf8177bb71;20d6ca2f-13df-4a7a-8dcb-955908db7baa;66a453b0-d38f-472e-b055-7a94a94d66c4,None Specified;Language/Literacy;Language/Literacy,7,0,50d7ef90-5b2a-41ee-809f-bb21d9b80f99;5bfbf361-36fd-4604-88a6-ab00e5f37938;a021ecd3-4d87-462a-bb7c-4dc1d8331ccc;aa41fe5c-620d-4070-8a52-1afc3e98a43c;b34bb8f8-b5ac-47a6-940d-20a660ca6d7c;c109383d-6ff3-4761-8ddc-019a8b2c9068;ddeacaf7-fa79-4e81-91ce-cc5e7c4d9b2f
ab54b78e-7f6f-4464-8022-27413d1af20f,04e8740c-105f-4cee-92ad-12edacacb293,Sales Event 1 - HCM,60ffc149a6737e546a9d0861,live,75004121-0c0d-486c-ba65-4c57deacb44b,7965d220-619d-400f-8cab-42bd98c7d23c;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;bb7982cd-020f-4e1a-93fc-4a6874917f07;145edddc-2019-43d9-97e1-c5830e7ed689,3 - 4 year(s);5 - 6 year(s);4 - 5 year(s);6 - 7 year(s),66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03,PreK-2;Kindergarten;PreK-1,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,3,0,2f81758f-0bc2-4286-b46a-c0cd0056d24a;b25a6c82-7c5f-445d-b317-971db472c913;f9cff22a-d881-4378-8f58-901f6259db2e
ab54b78e-7f6f-4464-8022-27413d1af20f,0558c15e-64a4-4a06-9de1-bde55e407106,ConDao-TuoiTho-M,61a36e45635376836c0468ba;61a36c7dec9d8644f5ca3632;617cfd566c18146d45b6b6a3;61a36d37ec9d8644f5ca371c;61a36e83ec9d8644f5ca38b9;617cfde53a50a0e2080988d2;61a36ebc635376836c04692f;61a36f25ec9d8644f5ca396c;61a36bf5c50320d1a798fb35;61a36d6c635376836c0467a8;617cfe306c18146d45b6b730;61a36db0c50320d1a798fd76;617cfd1714aee62d023a5a96;61237a871b6e985e7d63ddad;61a36ee849acfbda38da2b48;61a36cd3c50320d1a798fc66;61a36d0249acfbda38da2909;617cfda82ee221a8173ba525;61a36e0849acfbda38da2a51;61a36c4849acfbda38da281a,live;class;study,6427e3f8-9bc0-470b-927b-38d7136de8af;75004121-0c0d-486c-ba65-4c57deacb44b,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;bb7982cd-020f-4e1a-93fc-4a6874917f07,6 - 7 year(s);3 - 4 year(s);5 - 6 year(s);4 - 5 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03,Kindergarten;PreK-2;PreK-1,aefe49a0-48ce-47d6-93a6-ab0a783df798;20d6ca2f-13df-4a7a-8dcb-955908db7baa,ESL;Language/Literacy,13,0,01701954-970c-4af3-a0da-1c200a56067e;0c31e175-7641-4dfa-a7c3-5467d43b6f0f;15f840cd-d988-493b-98a5-652940d8242b;2f8a1c76-87bb-4fdc-996a-b755d6feeed4;3aed9810-6cb0-4326-b4c0-f3721463e1e1;3f0d5740-b127-4989-8592-7e2d6c886084;47551ec7-bca8-457d-94da-bacef29444a3;4feb1703-277e-4595-873e-c7fe5260a76a;538f80db-9bd0-443f-b695-f01206e1881f;8420e05d-351e-4e78-9a9f-1e84cac4ec6a;89215a86-2b2b-435e-83ff-5ccdce0a41f4;f161eb51-33ac-481d-bbef-c1bfe5c4586f;f8cb6831-d316-4231-9ccf-60aee3015a60
d51bba25-5d5e-4dab-ad47-1192eb8fc0c0,06056295-f4e6-4813-bdd5-1b63d8a0c8b0,EDT-HTT-HMB-21-C4,6136ca980e0c72fe0bcad5cf;6141e00c0e0c72fe0bd08c96;60deb9241bd9d5091bfb0ae3,live,75004121-0c0d-486c-ba65-4c57deacb44b;56e24fa0-e139-4c80-b365-61c9bc42cd3f,7965d220-619d-400f-8cab-42bd98c7d23c;145edddc-2019-43d9-97e1-c5830e7ed689;21f1da64-b6c8-4e74-9fef-09d08cfd8e6c;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;bb7982cd-020f-4e1a-93fc-4a6874917f07,3 - 4 year(s);6 - 7 year(s);7 - 8 year(s);5 - 6 year(s);4 - 5 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3,Kindergarten;PreK-1;PreK-2,b19f511e-a46b-488d-9212-22c0369c8afd;20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy;Language/Literacy,10,0,06c2e4f8-78d4-49dc-b645-71fd10f629aa;313c0493-c880-4933-87f1-b96969b2d9dd;3faba5d2-f656-4d43-8b5d-aa70219617d6;4824e917-4e73-4bad-b085-581d386d4afb;4cde7898-1410-4ca6-98dd-98e13be0de45;5af97166-17bc-431f-8d78-7c5b71bd1889;5cf7d2d4-b2f5-408f-9ce5-289de29c4161;63ebcf17-b00a-41e2-a45d-49e023c0ae64;85170fd0-9f28-49bc-b685-89375ce4d500;9c15c3d8-b171-4d96-a024-9a6bf5279568
3b123714-8dae-4ac9-9b97-24891b188a96,06722b4a-c17f-4464-8218-9b8a0e33e348,C10 ESL1 HMB3 V2 WF1 211124,61a3735b49acfbda38da311b;61a370c9ec9d8644f5ca3b9e;61a3709b49acfbda38da2d78;619dabb8c50320d1a7960b7a;617d015e2ee221a8173ba77c;619de11949acfbda38d74dba;61a3714fc50320d1a7990219;61a36bbfc50320d1a798faec;61a3749449acfbda38da325b;61a37390ec9d8644f5ca3f13;61a37424ec9d8644f5ca3fac;619de1d8c50320d1a7965a40;61a37293ec9d8644f5ca3e09;61a37183c50320d1a7990256;61a37801c50320d1a799094a;61a3712549acfbda38da2e47;61a379c7635376836c047597;61a37213635376836c046d8c;61a3797d635376836c047554;619de205c50320d1a7965a73;61a36b3549acfbda38da2691;617cfeab6c18146d45b6b771;61a371e3c50320d1a79902d1;61a376c2ec9d8644f5ca4244;61a3769349acfbda38da344d;61a3746a49acfbda38da322a;61a379a5635376836c047579;61a372c849acfbda38da3081;61a375fd49acfbda38da33b4;61a374eaec9d8644f5ca4090;61a36e45635376836c0468ba;619dab0b635376836c015379;61a36d6c635376836c0467a8;617cff9514aee62d023a5c1a;61a3774d635376836c04730c;61a37412ec9d8644f5ca3f92;61a37829635376836c0473f5;619de15549acfbda38d74df8;61a3762449acfbda38da33e5;61a36c4849acfbda38da281a;61a3777aec9d8644f5ca4304;619daa88c50320d1a7960a4f;61a3793a635376836c047516;61a37068c50320d1a79900c3;61a373ba635376836c046f84;61a374bf49acfbda38da3290;61a36b60635376836c0464e4;619daa10ec9d8644f5c73bf5;617cff122ee221a8173ba605;617cfde53a50a0e2080988d2;61a36f9649acfbda38da2c29;61a3759dc50320d1a79906e5;61a377d6c50320d1a799091f;61a36f25ec9d8644f5ca396c;61a3726cec9d8644f5ca3dd9;61a37716c50320d1a799085b;61a36d0249acfbda38da2909;61a377a9635376836c047366;61a3723749acfbda38da2fb9;61a372fc49acfbda38da30bc;61a36ebc635376836c04692f;617cfd1714aee62d023a5a96;61a370f1c50320d1a7990190;617d01a714aee62d023a5d95;61a37654c50320d1a79907a7;61a36caa635376836c0466a8;617cfcb86c18146d45b6b649;61a36f63c50320d1a798ff79;61a376ef635376836c0472a5;61a37437635376836c047000;61a37245635376836c046dd3;617d001c3a50a0e208098a33;617d00fa2ee221a8173ba733;61a37328c50320d1a7990472;617d00953a50a0e208098a81;617cfd566c18146d45b6b6a3;61a375cd49acfbda38da3389;61a36dd8ec9d8644f5ca37ee,live;study,75004121-0c0d-486c-ba65-4c57deacb44b,bb7982cd-020f-4e1a-93fc-4a6874917f07;145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,4 - 5 year(s);6 - 7 year(s);3 - 4 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03,Kindergarten;PreK-2;PreK-1,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,8,115,13967a80-eb37-4515-8fe1-af56050fb7f8;17989ba8-6a40-4a8d-a621-feb429d57b38;2cc4e60e-8214-4c7e-9edc-f5a2529b0c81;2dd5798e-7e53-4521-b24d-cc9c470f4ef7;728d355a-b7c6-4018-b3bf-40ca86f271b3;c90b38ef-1a08-415d-a6c0-fbcf2708fd00;cc23f204-fc45-400f-b3c1-df60a4eb1884;dd3d4f0e-4961-4002-9231-f1f474ee3056
53ddf7ac-e87f-4048-a641-6b1e1dc7b484,06754184-0ce4-4254-a898-00e457945160,HMB Teaching Practice 3.5,6129aa18878ff3576cb5c0ae,live,75004121-0c0d-486c-ba65-4c57deacb44b,7965d220-619d-400f-8cab-42bd98c7d23c;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;145edddc-2019-43d9-97e1-c5830e7ed689;bb7982cd-020f-4e1a-93fc-4a6874917f07,3 - 4 year(s);5 - 6 year(s);6 - 7 year(s);4 - 5 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82;0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3,Kindergarten;PreK-1;PreK-2,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,2,0,32017137-083f-4d35-9eed-7ca8a34ed30b;3bdd414b-5ddb-4783-8481-b7b259f63e7a
3b123714-8dae-4ac9-9b97-24891b188a96,08791287-38fe-4aa8-863f-3543f160595d,C12 ESL2 HMB3 V5 SS1 211225,61a3678e49acfbda38da2366;61a36c6dec9d8644f5ca361f;61a36b6cc50320d1a798fa70;61a36a1d635376836c046355;61a3646d635376836c045f1d;61a364fe49acfbda38da216f;61a36e19635376836c046883;619dab6049acfbda38d6fe44;61a36bba635376836c046565;61a36af949acfbda38da2643;619dea99c50320d1a7966206;61a36c0a49acfbda38da27c6;61a3695f49acfbda38da248a;61a368ddec9d8644f5ca3205;61a36543ec9d8644f5ca2f8a;61a36cbaec9d8644f5ca3683;61a36605635376836c046062;61a36b15635376836c04647d;61a36ac8635376836c04641e;61a36a6dc50320d1a798f93c;619de92a49acfbda38d75536;61a36524635376836c045fa5;619dea0d635376836c01aae0;61a3665a49acfbda38da2289;61a365bb635376836c046023;619de9b5635376836c01aa9c;61a36da1ec9d8644f5ca37a5;619da9f049acfbda38d6fcfa;61a369bc49acfbda38da24e5;61a36c4c49acfbda38da2821;61a3673dc50320d1a798f6b2;619dac6c49acfbda38d700b3;61a3656dec9d8644f5ca2fac;61a36c99635376836c046696;619dac3149acfbda38d6ffad;619de950c50320d1a7966128;61a367db49acfbda38da23a7;619dab0b635376836c015379;61a3640fec9d8644f5ca2e9d;61a36a8ec50320d1a798f95a,live;study,75004121-0c0d-486c-ba65-4c57deacb44b,fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;145edddc-2019-43d9-97e1-c5830e7ed689,5 - 6 year(s);3 - 4 year(s);4 - 5 year(s);6 - 7 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3,PreK-1;Kindergarten;PreK-2,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,4,80,0ff8f37b-a6df-498f-9f0f-b22291816fe7;a84c3adc-6a5a-40f0-a0ea-2abcb6042b8a;fcdd83c1-6875-4b9d-ba24-a9b0a7979744;6a08a606-0370-4316-af08-a9bc25d78afe
ab54b78e-7f6f-4464-8022-27413d1af20f,089fe99b-9181-447d-a43a-e1dd9fdde242,CBL-2021-Demo-2,61a36b3549acfbda38da2691;61a36b60635376836c0464e4;61a36a2ec50320d1a798f8ea;61a36b94635376836c04652f;61a36bf5c50320d1a798fb35;6108f881a6737e546a9df486,study;live,6427e3f8-9bc0-470b-927b-38d7136de8af;75004121-0c0d-486c-ba65-4c57deacb44b,145edddc-2019-43d9-97e1-c5830e7ed689;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07,6 - 7 year(s);5 - 6 year(s);3 - 4 year(s);4 - 5 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;a9f0217d-f7ec-4add-950d-4e8986ab2c82;66fcda51-33c8-4162-a8d1-0337e1d6ade3,PreK-1;Kindergarten;PreK-2,20d6ca2f-13df-4a7a-8dcb-955908db7baa;aefe49a0-48ce-47d6-93a6-ab0a783df798,Language/Literacy;ESL,8,0,19cf9628-60b0-4062-9586-c1625913d0e6;1c90712e-f79a-4429-8265-598f643da569;3edde06c-afc1-4f13-8e67-67ceb3cd0437;75e47d00-ab18-4e3a-b5d9-6d94414d5598;7bd93a23-54e1-4da3-b796-3eabeeb3aa52;8db8e1a9-a925-43a0-b378-ec89562b79d3;c656c3f0-6a1a-43aa-abad-b6fb6cc85f66;d9d27340-ae7c-4699-9161-5441e1d9146d
ab54b78e-7f6f-4464-8022-27413d1af20f,08be4138-2b03-4b7c-bea7-9552821ed67a,TQT-2021-3-bk,6141e10e0e0c72fe0bd08eb2;6136c79c878ff3576cbbf240;6136c386878ff3576cbbeeab;6141e155878ff3576cc1c7e5;613efa38369c5d10857a23d2;6108f881a6737e546a9df486;6136c0a30e0c72fe0bcace0a;613efaf01b6e985e7d71946e;6136c90f1b6e985e7d6d875d;6141e0bf1b6e985e7d7377f8;6136c2f0369c5d1085762181;613db7dd1b6e985e7d70f4c6,live;study,75004121-0c0d-486c-ba65-4c57deacb44b;6427e3f8-9bc0-470b-927b-38d7136de8af,bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a;145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c,4 - 5 year(s);5 - 6 year(s);6 - 7 year(s);3 - 4 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa;aefe49a0-48ce-47d6-93a6-ab0a783df798,Language/Literacy;ESL,0,0,null
